case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next,Resource,Resource_prefix,Resource_k,Resource_next
Case 2340,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_2 Value_16 Value_6 Value_5,3,[END]
Case 2341,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_8
Case 2341,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_8,Value_8 Value_8,1,Value_9
Case 2341,wait,assign-seriousness take-in-charge-ticket wait,2,wait,Value_9,Value_8 Value_8 Value_9,2,Value_2
Case 2341,wait,assign-seriousness take-in-charge-ticket wait wait,3,wait,Value_2,Value_8 Value_8 Value_9 Value_2,3,Value_2
Case 2341,wait,assign-seriousness take-in-charge-ticket wait wait wait,4,take-in-charge-ticket,Value_2,Value_8 Value_8 Value_9 Value_2 Value_2,4,Value_9
Case 2341,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait wait wait take-in-charge-ticket,5,resolve-ticket,Value_9,Value_8 Value_8 Value_9 Value_2 Value_2 Value_9,5,Value_9
Case 2341,resolve-ticket,assign-seriousness take-in-charge-ticket wait wait wait take-in-charge-ticket resolve-ticket,6,closed,Value_9,Value_8 Value_8 Value_9 Value_2 Value_2 Value_9 Value_9,6,Value_5
Case 2341,closed,assign-seriousness take-in-charge-ticket wait wait wait take-in-charge-ticket resolve-ticket closed,7,[END],Value_5,Value_8 Value_8 Value_9 Value_2 Value_2 Value_9 Value_9 Value_5,7,[END]
Case 2342,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_4
Case 2342,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_4,Value_1 Value_4,1,Value_4
Case 2342,wait,assign-seriousness take-in-charge-ticket wait,2,wait,Value_4,Value_1 Value_4 Value_4,2,Value_4
Case 2342,wait,assign-seriousness take-in-charge-ticket wait wait,3,resolve-ticket,Value_4,Value_1 Value_4 Value_4 Value_4,3,Value_1
Case 2342,resolve-ticket,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,closed,Value_1,Value_1 Value_4 Value_4 Value_4 Value_1,4,Value_3
Case 2342,closed,assign-seriousness take-in-charge-ticket wait wait resolve-ticket closed,5,[END],Value_3,Value_1 Value_4 Value_4 Value_4 Value_1 Value_3,5,[END]
Case 2343,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 2343,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 2343,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_2 Value_2 Value_2,2,Value_5
Case 2343,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_2 Value_2 Value_2 Value_5,3,[END]
Case 2344,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_13
Case 2344,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_13,Value_1 Value_13,1,Value_13
Case 2344,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_13,Value_1 Value_13 Value_13,2,Value_5
Case 2344,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_13 Value_13 Value_5,3,[END]
Case 2345,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_2,Value_2,0,Value_10
Case 2345,assign-seriousness,assign-seriousness assign-seriousness,1,assign-seriousness,Value_10,Value_2 Value_10,1,Value_10
Case 2345,assign-seriousness,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket,Value_10,Value_2 Value_10 Value_10,2,Value_9
Case 2345,take-in-charge-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,wait,Value_9,Value_2 Value_10 Value_10 Value_9,3,Value_9
Case 2345,wait,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait,4,resolve-ticket,Value_9,Value_2 Value_10 Value_10 Value_9 Value_9,4,Value_9
Case 2345,resolve-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket,5,closed,Value_9,Value_2 Value_10 Value_10 Value_9 Value_9 Value_9,5,Value_5
Case 2345,closed,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket wait resolve-ticket closed,6,[END],Value_5,Value_2 Value_10 Value_10 Value_9 Value_9 Value_9 Value_5,6,[END]
Case 2346,insert-ticket,insert-ticket,0,assign-seriousness,Value_18,Value_18,0,Value_2
Case 2346,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value_2,Value_18 Value_2,1,Value_9
Case 2346,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,wait,Value_9,Value_18 Value_2 Value_9,2,Value_2
Case 2346,wait,insert-ticket assign-seriousness take-in-charge-ticket wait,3,resolve-ticket,Value_2,Value_18 Value_2 Value_9 Value_2,3,Value_9
Case 2346,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket wait resolve-ticket,4,closed,Value_9,Value_18 Value_2 Value_9 Value_2 Value_9,4,Value_3
Case 2346,closed,insert-ticket assign-seriousness take-in-charge-ticket wait resolve-ticket closed,5,[END],Value_3,Value_18 Value_2 Value_9 Value_2 Value_9 Value_3,5,[END]
Case 2347,assign-seriousness,assign-seriousness,0,resolve-ticket,Value_1,Value_1,0,Value_6
Case 2347,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value_6,Value_1 Value_6,1,Value_5
Case 2347,closed,assign-seriousness resolve-ticket closed,2,[END],Value_5,Value_1 Value_6 Value_5,2,[END]
Case 2348,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_9,Value_9,0,Value_9
Case 2348,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_9,Value_9 Value_9,1,Value_9
Case 2348,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_9,Value_9 Value_9 Value_9,2,Value_9
Case 2348,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_9,Value_9 Value_9 Value_9 Value_9,3,Value_3
Case 2348,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_3,Value_9 Value_9 Value_9 Value_9 Value_3,4,[END]
Case 2349,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_9,Value_9,0,Value_2
Case 2349,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_9 Value_2,1,Value_2
Case 2349,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value_2,Value_9 Value_2 Value_2,2,Value_2
Case 2349,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value_2,Value_9 Value_2 Value_2 Value_2,3,Value_2
Case 2349,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value_2,Value_9 Value_2 Value_2 Value_2 Value_2,4,Value_5
Case 2349,closed,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_9 Value_2 Value_2 Value_2 Value_2 Value_5,5,[END]
Case 2350,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_13,Value_13,0,Value_2
Case 2350,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_13 Value_2,1,Value_13
Case 2350,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value_13,Value_13 Value_2 Value_13,2,Value_13
Case 2350,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value_13,Value_13 Value_2 Value_13 Value_13,3,Value_13
Case 2350,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value_13,Value_13 Value_2 Value_13 Value_13 Value_13,4,Value_5
Case 2350,closed,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_13 Value_2 Value_13 Value_13 Value_13 Value_5,5,[END]
Case 2351,assign-seriousness,assign-seriousness,0,resolve-ticket,Value_13,Value_13,0,Value_13
Case 2351,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value_13,Value_13 Value_13,1,Value_5
Case 2351,closed,assign-seriousness resolve-ticket closed,2,[END],Value_5,Value_13 Value_13 Value_5,2,[END]
Case 2352,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_6
Case 2352,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_6,Value_8 Value_6,1,Value_16
Case 2352,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_16,Value_8 Value_6 Value_16,2,Value_5
Case 2352,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_8 Value_6 Value_16 Value_5,3,[END]
Case 2353,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_4
Case 2353,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_4,Value_4 Value_4,1,Value_2
Case 2353,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_4 Value_4 Value_2,2,Value_5
Case 2353,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_4 Value_4 Value_2 Value_5,3,[END]
Case 2354,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_8,Value_8,0,Value_2
Case 2354,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value_2,Value_8 Value_2,1,Value_2
Case 2354,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_2,Value_8 Value_2 Value_2,2,Value_9
Case 2354,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value_9,Value_8 Value_2 Value_2 Value_9,3,Value_5
Case 2354,closed,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_8 Value_2 Value_2 Value_9 Value_5,4,[END]
Case 2355,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_13,Value_13,0,Value_2
Case 2355,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_13 Value_2,1,Value_2
Case 2355,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_13 Value_2 Value_2,2,Value_5
Case 2355,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_13 Value_2 Value_2 Value_5,3,[END]
Case 2356,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_18,Value_18,0,Value_2
Case 2356,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_2,Value_18 Value_2,1,Value_2
Case 2356,wait,assign-seriousness take-in-charge-ticket wait,2,wait,Value_2,Value_18 Value_2 Value_2,2,Value_2
Case 2356,wait,assign-seriousness take-in-charge-ticket wait wait,3,resolve-ticket,Value_2,Value_18 Value_2 Value_2 Value_2,3,Value_4
Case 2356,resolve-ticket,assign-seriousness take-in-charge-ticket wait wait resolve-ticket,4,closed,Value_4,Value_18 Value_2 Value_2 Value_2 Value_4,4,Value_3
Case 2356,closed,assign-seriousness take-in-charge-ticket wait wait resolve-ticket closed,5,[END],Value_3,Value_18 Value_2 Value_2 Value_2 Value_4 Value_3,5,[END]
Case 2357,assign-seriousness,assign-seriousness,0,resolve-ticket,Value_1,Value_1,0,Value_1
Case 2357,resolve-ticket,assign-seriousness resolve-ticket,1,closed,Value_1,Value_1 Value_1,1,Value_5
Case 2357,closed,assign-seriousness resolve-ticket closed,2,[END],Value_5,Value_1 Value_1 Value_5,2,[END]
Case 2358,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_1
Case 2358,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_1,Value_1 Value_1,1,Value_1
Case 2358,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_1,Value_1 Value_1 Value_1,2,Value_5
Case 2358,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_1 Value_1 Value_5,3,[END]
Case 2359,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_15,Value_15,0,Value_15
Case 2359,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_15,Value_15 Value_15,1,Value_15
Case 2359,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_15,Value_15 Value_15 Value_15,2,Value_5
Case 2359,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_15 Value_15 Value_15 Value_5,3,[END]
Case 2360,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_8,Value_8,0,Value_8
Case 2360,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value_8,Value_8 Value_8,1,Value_2
Case 2360,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_2,Value_8 Value_8 Value_2,2,Value_2
Case 2360,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value_2,Value_8 Value_8 Value_2 Value_2,3,Value_5
Case 2360,closed,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,[END],Value_5,Value_8 Value_8 Value_2 Value_2 Value_5,4,[END]
Case 2361,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_8
Case 2361,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_8,Value_8 Value_8,1,Value_9
Case 2361,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value_9,Value_8 Value_8 Value_9,2,Value_9
Case 2361,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value_9,Value_8 Value_8 Value_9 Value_9,3,Value_9
Case 2361,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value_9,Value_8 Value_8 Value_9 Value_9 Value_9,4,Value_5
Case 2361,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,[END],Value_5,Value_8 Value_8 Value_9 Value_9 Value_9 Value_5,5,[END]
Case 2362,take-in-charge-ticket,take-in-charge-ticket,0,wait,Value_1,Value_1,0,Value_1
Case 2362,wait,take-in-charge-ticket wait,1,resolve-ticket,Value_1,Value_1 Value_1,1,Value_1
Case 2362,resolve-ticket,take-in-charge-ticket wait resolve-ticket,2,closed,Value_1,Value_1 Value_1 Value_1,2,Value_3
Case 2362,closed,take-in-charge-ticket wait resolve-ticket closed,3,[END],Value_3,Value_1 Value_1 Value_1 Value_3,3,[END]
Case 2363,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_2
Case 2363,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_1 Value_2,1,Value_2
Case 2363,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_1 Value_2 Value_2,2,Value_5
Case 2363,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_2 Value_2 Value_5,3,[END]
Case 2364,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_8,Value_8,0,Value_8
Case 2364,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_8,Value_8 Value_8,1,Value_9
Case 2364,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_9,Value_8 Value_8 Value_9,2,Value_5
Case 2364,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_8 Value_8 Value_9 Value_5,3,[END]
Case 2365,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_1
Case 2365,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_1,Value_1 Value_1,1,Value_2
Case 2365,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_1 Value_1 Value_2,2,Value_5
Case 2365,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_1 Value_2 Value_5,3,[END]
Case 2366,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_6
Case 2366,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value_6,Value_4 Value_6,1,Value_6
Case 2366,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value_6,Value_4 Value_6 Value_6,2,Value_12
Case 2366,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value_12,Value_4 Value_6 Value_6 Value_12,3,Value_5
Case 2366,closed,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,[END],Value_5,Value_4 Value_6 Value_6 Value_12 Value_5,4,[END]
Case 2367,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_4
Case 2367,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_4,Value_4 Value_4,1,Value_4
Case 2367,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_4,Value_4 Value_4 Value_4,2,Value_3
Case 2367,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_3,Value_4 Value_4 Value_4 Value_3,3,[END]
Case 2368,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_2,Value_2,0,Value_2
Case 2368,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 2368,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value_2,Value_2 Value_2 Value_2,2,Value_2
Case 2368,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,take-in-charge-ticket,Value_2,Value_2 Value_2 Value_2 Value_2,3,Value_2
Case 2368,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,4,resolve-ticket,Value_2,Value_2 Value_2 Value_2 Value_2 Value_2,4,Value_14
Case 2368,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,5,resolve-ticket,Value_14,Value_2 Value_2 Value_2 Value_2 Value_2 Value_14,5,Value_14
Case 2368,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket,6,resolve-ticket,Value_14,Value_2 Value_2 Value_2 Value_2 Value_2 Value_14 Value_14,6,Value_14
Case 2368,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket resolve-ticket,7,require-upgrade,Value_14,Value_2 Value_2 Value_2 Value_2 Value_2 Value_14 Value_14 Value_14,7,Value_14
Case 2368,require-upgrade,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket resolve-ticket require-upgrade,8,take-in-charge-ticket,Value_14,Value_2 Value_2 Value_2 Value_2 Value_2 Value_14 Value_14 Value_14 Value_14,8,Value_14
Case 2368,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket resolve-ticket require-upgrade take-in-charge-ticket,9,wait,Value_14,Value_2 Value_2 Value_2 Value_2 Value_2 Value_14 Value_14 Value_14 Value_14 Value_14,9,Value_14
Case 2368,wait,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket resolve-ticket require-upgrade take-in-charge-ticket wait,10,wait,Value_14,Value_2 Value_2 Value_2 Value_2 Value_2 Value_14 Value_14 Value_14 Value_14 Value_14 Value_14,10,Value_14
Case 2368,wait,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket resolve-ticket require-upgrade take-in-charge-ticket wait wait,11,resolve-ticket,Value_14,Value_2 Value_2 Value_2 Value_2 Value_2 Value_14 Value_14 Value_14 Value_14 Value_14 Value_14 Value_14,11,Value_14
Case 2368,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket resolve-ticket require-upgrade take-in-charge-ticket wait wait resolve-ticket,12,closed,Value_14,Value_2 Value_2 Value_2 Value_2 Value_2 Value_14 Value_14 Value_14 Value_14 Value_14 Value_14 Value_14 Value_14,12,Value_3
Case 2368,closed,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket resolve-ticket resolve-ticket require-upgrade take-in-charge-ticket wait wait resolve-ticket closed,13,[END],Value_3,Value_2 Value_2 Value_2 Value_2 Value_2 Value_14 Value_14 Value_14 Value_14 Value_14 Value_14 Value_14 Value_14 Value_3,13,[END]
Case 2369,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 2369,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 2369,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_2 Value_2 Value_2,2,Value_5
Case 2369,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_2 Value_2 Value_2 Value_5,3,[END]
Case 2370,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_19,Value_19,0,Value_2
Case 2370,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_19 Value_2,1,Value_2
Case 2370,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_19 Value_2 Value_2,2,Value_5
Case 2370,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_19 Value_2 Value_2 Value_5,3,[END]
Case 2371,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_1
Case 2371,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_1,Value_1 Value_1,1,Value_1
Case 2371,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_1,Value_1 Value_1 Value_1,2,Value_5
Case 2371,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_1 Value_1 Value_5,3,[END]
Case 2372,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_4
Case 2372,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_4,Value_4 Value_4,1,Value_4
Case 2372,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_4,Value_4 Value_4 Value_4,2,Value_5
Case 2372,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_4 Value_4 Value_4 Value_5,3,[END]
Case 2373,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_8,Value_8,0,Value_8
Case 2373,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value_8,Value_8 Value_8,1,Value_8
Case 2373,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait,Value_8,Value_8 Value_8 Value_8,2,Value_9
Case 2373,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket,Value_9,Value_8 Value_8 Value_8 Value_9,3,Value_9
Case 2373,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket,Value_9,Value_8 Value_8 Value_8 Value_9 Value_9,4,Value_9
Case 2373,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed,Value_9,Value_8 Value_8 Value_8 Value_9 Value_9 Value_9,5,Value_5
Case 2373,closed,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,[END],Value_5,Value_8 Value_8 Value_8 Value_9 Value_9 Value_9 Value_5,6,[END]
Case 2374,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_4,Value_4,0,Value_4
Case 2374,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_4,Value_4 Value_4,1,Value_4
Case 2374,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_4,Value_4 Value_4 Value_4,2,Value_5
Case 2374,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_4 Value_4 Value_4 Value_5,3,[END]
Case 2375,assign-seriousness,assign-seriousness,0,assign-seriousness,Value_14,Value_14,0,Value_18
Case 2375,assign-seriousness,assign-seriousness assign-seriousness,1,assign-seriousness,Value_18,Value_14 Value_18,1,Value_14
Case 2375,assign-seriousness,assign-seriousness assign-seriousness assign-seriousness,2,take-in-charge-ticket,Value_14,Value_14 Value_18 Value_14,2,Value_16
Case 2375,take-in-charge-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,resolve-ticket,Value_16,Value_14 Value_18 Value_14 Value_16,3,Value_16
Case 2375,resolve-ticket,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,4,closed,Value_16,Value_14 Value_18 Value_14 Value_16 Value_16,4,Value_3
Case 2375,closed,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,5,[END],Value_3,Value_14 Value_18 Value_14 Value_16 Value_16 Value_3,5,[END]
Case 2376,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_13,Value_13,0,Value_9
Case 2376,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_9,Value_13 Value_9,1,Value_9
Case 2376,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_9,Value_13 Value_9 Value_9,2,Value_5
Case 2376,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_13 Value_9 Value_9 Value_5,3,[END]
Case 2377,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_2,Value_2,0,Value_2
Case 2377,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_2,Value_2 Value_2,1,Value_2
Case 2377,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_2,Value_2 Value_2 Value_2,2,Value_5
Case 2377,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_2 Value_2 Value_2 Value_5,3,[END]
Case 2378,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value_1,Value_1,0,Value_10
Case 2378,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value_10,Value_1 Value_10,1,Value_1
Case 2378,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value_1,Value_1 Value_10 Value_1,2,Value_5
Case 2378,closed,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,[END],Value_5,Value_1 Value_10 Value_1 Value_5,3,[END]
