case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next
Case 3158,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3158,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3158,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3159,take-in-charge-ticket,take-in-charge-ticket,0,take-in-charge-ticket
Case 3159,take-in-charge-ticket,take-in-charge-ticket take-in-charge-ticket,1,take-in-charge-ticket
Case 3159,take-in-charge-ticket,take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket
Case 3159,resolve-ticket,take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed
Case 3160,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3160,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3160,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3161,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3161,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3161,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3162,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 3162,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 3163,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3163,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3163,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket
Case 3163,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,wait
Case 3163,wait,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,take-in-charge-ticket
Case 3163,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket
Case 3163,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed
Case 3164,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3164,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3164,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3165,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 3165,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 3166,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3166,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3166,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3167,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3167,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3167,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3168,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3168,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3168,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3169,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3169,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3169,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3170,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3170,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3170,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3170,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3170,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3171,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3171,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3171,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3172,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3172,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3172,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3172,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3173,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3173,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3173,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3174,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3174,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3174,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3175,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3175,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3175,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3175,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3176,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3176,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 3176,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,wait
Case 3176,wait,assign-seriousness take-in-charge-ticket require-upgrade wait,3,resolve-ticket
Case 3176,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade wait resolve-ticket,4,closed
Case 3177,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3177,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3177,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3178,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 3178,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 3179,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3179,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3179,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3180,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3180,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3180,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3181,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3181,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3181,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3182,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3182,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3182,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3182,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3183,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3183,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3183,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3183,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3184,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3184,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3184,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3184,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3185,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3185,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,create-sw-anomaly
Case 3185,create-sw-anomaly,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,resolve-ticket
Case 3185,resolve-ticket,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket,3,closed
Case 3186,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3186,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3186,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3186,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3187,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3187,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3187,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3187,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,resolve-ticket
Case 3187,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,4,closed
Case 3188,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3188,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3188,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3189,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3189,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3189,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3190,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3190,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3190,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3191,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3191,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3191,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait
Case 3191,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,wait
Case 3191,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait wait,4,resolve-ticket
Case 3191,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait wait resolve-ticket,5,closed
Case 3192,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3192,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,create-sw-anomaly
Case 3192,create-sw-anomaly,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,resolve-ticket
Case 3192,resolve-ticket,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket,3,closed
Case 3193,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3193,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3193,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3194,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3194,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3194,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,take-in-charge-ticket
Case 3194,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket take-in-charge-ticket,3,resolve-ticket
Case 3194,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,4,closed
Case 3195,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3195,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3195,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3196,insert-ticket,insert-ticket,0,assign-seriousness
Case 3196,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 3196,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,wait
Case 3196,wait,insert-ticket assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket
Case 3196,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket
Case 3196,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed
Case 3197,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3197,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3197,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3197,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 3198,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3198,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3198,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3199,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3199,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3199,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3200,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3200,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3200,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3200,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 3201,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3201,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3201,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3201,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3202,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3202,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3202,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3203,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3203,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3203,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3204,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3204,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3204,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3205,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3205,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3205,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3206,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3206,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3206,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3207,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 3207,resolve-ticket,assign-seriousness resolve-ticket,1,resolve-ticket
Case 3207,resolve-ticket,assign-seriousness resolve-ticket resolve-ticket,2,closed
Case 3208,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3208,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3208,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3209,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3209,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3209,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3210,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3210,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3210,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3211,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3211,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3211,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3211,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3212,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3212,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3212,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket
Case 3212,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed
Case 3213,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3213,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3213,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3214,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3214,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,create-sw-anomaly
Case 3214,create-sw-anomaly,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,resolve-ticket
Case 3214,resolve-ticket,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket,3,closed
Case 3215,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3215,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3215,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3216,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3216,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3216,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3217,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3217,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3217,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3217,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 3218,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3218,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3218,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3219,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3219,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3219,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3220,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3220,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3220,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3221,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3221,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3221,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3222,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3222,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3222,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3223,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3223,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,create-sw-anomaly
Case 3223,create-sw-anomaly,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,resolve-ticket
Case 3223,resolve-ticket,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket,3,closed
Case 3224,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3224,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3224,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3224,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,resolve-ticket
Case 3224,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,4,closed
Case 3225,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3225,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3225,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3226,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 3226,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 3227,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3227,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3227,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3228,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3228,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3228,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3228,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 3229,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3229,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3229,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3230,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3230,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3230,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3231,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3231,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3231,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3232,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3232,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3232,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3233,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3233,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3233,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3234,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3234,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3234,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3234,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3235,assign-seriousness,assign-seriousness,0,assign-seriousness
Case 3235,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket
Case 3235,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3235,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 3236,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3236,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3236,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3237,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3237,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3237,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3238,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3238,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3238,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket
Case 3238,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket
Case 3238,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed
Case 3238,closed,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,closed
Case 3239,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 3239,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 3240,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3240,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3240,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3241,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3241,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3241,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3242,assign-seriousness,assign-seriousness,0,resolve-ticket
Case 3242,resolve-ticket,assign-seriousness resolve-ticket,1,closed
Case 3243,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3243,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3243,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3244,insert-ticket,insert-ticket,0,assign-seriousness
Case 3244,assign-seriousness,insert-ticket assign-seriousness,1,take-in-charge-ticket
Case 3244,take-in-charge-ticket,insert-ticket assign-seriousness take-in-charge-ticket,2,resolve-ticket
Case 3244,resolve-ticket,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,closed
Case 3245,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3245,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3245,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3246,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3246,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3246,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3247,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3247,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3247,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed
Case 3248,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3248,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket
Case 3248,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket
Case 3248,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed
Case 3249,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3249,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade
Case 3249,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,require-upgrade
Case 3249,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade,3,take-in-charge-ticket
Case 3249,take-in-charge-ticket,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade take-in-charge-ticket,4,resolve-ticket
Case 3249,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade take-in-charge-ticket resolve-ticket,5,resolve-ticket
Case 3249,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade take-in-charge-ticket resolve-ticket resolve-ticket,6,closed
Case 3250,assign-seriousness,assign-seriousness,0,take-in-charge-ticket
Case 3250,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait
Case 3250,wait,assign-seriousness take-in-charge-ticket wait,2,wait
Case 3250,wait,assign-seriousness take-in-charge-ticket wait wait,3,take-in-charge-ticket
Case 3250,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,resolve-ticket
Case 3250,resolve-ticket,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,closed
