case_id,time_timestamp,time_timestamp##Prefix,time_timestamp##Prefix Length,time_timestamp##Next-Feature,time_timestamp##Last-Feature,day_of_week,day_of_week##Prefix,day_of_week##Prefix Length,day_of_week##Next-Feature,day_of_week##Last-Feature,hour_of_day,hour_of_day##Prefix,hour_of_day##Prefix Length,hour_of_day##Next-Feature,hour_of_day##Last-Feature
Case 1573,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2783,2851665,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,2,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,11,10
Case 1573,2783,0 0 0 0 0 0 0 0 0 0 0 0 1 2783,2,2851665,2851665,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,2,2,11,0 0 0 0 0 0 0 0 0 0 0 0 10 11,2,10,10
Case 1574,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,436234,2678192,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,0,5,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,11,10
Case 1574,436234,0 0 0 0 0 0 0 0 0 0 0 0 1 436234,2,1382181,2678192,0,0 0 0 0 0 0 0 0 0 0 0 0 2 0,2,4,5,11,0 0 0 0 0 0 0 0 0 0 0 0 10 11,2,10,10
Case 1574,1382181,0 0 0 0 0 0 0 0 0 0 0 1 436234 1382181,3,2678192,2678192,4,0 0 0 0 0 0 0 0 0 0 0 2 0 4,3,5,5,10,0 0 0 0 0 0 0 0 0 0 0 10 11 10,3,10,10
Case 1575,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,26,3455087,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,1,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,15,15
Case 1575,26,0 0 0 0 0 0 0 0 0 0 0 0 1 26,2,82530,3455087,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,4,1,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15,2,14,15
Case 1575,82530,0 0 0 0 0 0 0 0 0 0 0 1 26 82530,3,686212,3455087,4,0 0 0 0 0 0 0 0 0 0 0 3 3 4,3,4,1,14,0 0 0 0 0 0 0 0 0 0 0 15 15 14,3,14,15
Case 1575,686212,0 0 0 0 0 0 0 0 0 0 1 26 82530 686212,4,686257,3455087,4,0 0 0 0 0 0 0 0 0 0 3 3 4 4,4,4,1,14,0 0 0 0 0 0 0 0 0 0 15 15 14 14,4,14,15
Case 1575,686257,0 0 0 0 0 0 0 0 0 1 26 82530 686212 686257,5,1524132,3455087,4,0 0 0 0 0 0 0 0 0 3 3 4 4 4,5,0,1,14,0 0 0 0 0 0 0 0 0 15 15 14 14 14,5,7,15
Case 1575,1524132,0 0 0 0 0 0 0 0 1 26 82530 686212 686257 1524132,6,1527577,3455087,0,0 0 0 0 0 0 0 0 3 3 4 4 4 0,6,0,1,7,0 0 0 0 0 0 0 0 15 15 14 14 14 7,6,8,15
Case 1575,1527577,0 0 0 0 0 0 0 1 26 82530 686212 686257 1524132 1527577,7,3455087,3455087,0,0 0 0 0 0 0 0 3 3 4 4 4 0 0,7,1,1,8,0 0 0 0 0 0 0 15 15 14 14 14 7 8,7,15,15
Case 1576,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,431572,4493038,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,1,6,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,10,10
Case 1576,431572,0 0 0 0 0 0 0 0 0 0 0 0 1 431572,2,431580,4493038,1,0 0 0 0 0 0 0 0 0 0 0 0 3 1,2,1,6,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10,2,10,10
Case 1576,431580,0 0 0 0 0 0 0 0 0 0 0 1 431572 431580,3,4493038,4493038,1,0 0 0 0 0 0 0 0 0 0 0 3 1 1,3,6,6,10,0 0 0 0 0 0 0 0 0 0 0 10 10 10,3,10,10
Case 1577,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,375,2668895,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,5,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,10,7
Case 1577,375,0 0 0 0 0 0 0 0 0 0 0 0 1 375,2,166294,2668895,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,4,5,10,0 0 0 0 0 0 0 0 0 0 0 0 9 10,2,8,7
Case 1577,166294,0 0 0 0 0 0 0 0 0 0 0 1 375 166294,3,427666,2668895,4,0 0 0 0 0 0 0 0 0 0 0 2 2 4,3,0,5,8,0 0 0 0 0 0 0 0 0 0 0 9 10 8,3,8,7
Case 1577,427666,0 0 0 0 0 0 0 0 0 0 1 375 166294 427666,4,1372878,2668895,0,0 0 0 0 0 0 0 0 0 0 2 2 4 0,4,4,5,8,0 0 0 0 0 0 0 0 0 0 9 10 8 8,4,7,7
Case 1577,1372878,0 0 0 0 0 0 0 0 0 1 375 166294 427666 1372878,5,2668895,2668895,4,0 0 0 0 0 0 0 0 0 2 2 4 0 4,5,5,5,7,0 0 0 0 0 0 0 0 0 9 10 8 8 7,5,7,7
Case 1578,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,4282,2678897,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,5,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,9,8
Case 1578,4282,0 0 0 0 0 0 0 0 0 0 0 0 1 4282,2,115286,2678897,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,3,5,9,0 0 0 0 0 0 0 0 0 0 0 0 7 9,2,15,8
Case 1578,115286,0 0 0 0 0 0 0 0 0 0 0 1 4282 115286,3,2678897,2678897,3,0 0 0 0 0 0 0 0 0 0 0 2 2 3,3,5,5,15,0 0 0 0 0 0 0 0 0 0 0 7 9 15,3,8,8
Case 1579,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,14,3460025,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,2,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,14,15
Case 1579,14,0 0 0 0 0 0 0 0 0 0 0 0 1 14,2,22,3460025,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,4,2,14,0 0 0 0 0 0 0 0 0 0 0 0 14 14,2,14,15
Case 1579,22,0 0 0 0 0 0 0 0 0 0 0 1 14 22,3,3460025,3460025,4,0 0 0 0 0 0 0 0 0 0 0 4 4 4,3,2,2,14,0 0 0 0 0 0 0 0 0 0 0 14 14 14,3,15,15
Case 158,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,56917,4583045,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,4,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,7,17
Case 158,56917,0 0 0 0 0 0 0 0 0 0 0 0 1 56917,2,57408,4583045,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,2,1,4,7,0 0 0 0 0 0 0 0 0 0 0 0 15 7,2,7,17
Case 158,57408,0 0 0 0 0 0 0 0 0 0 0 1 56917 57408,3,4583045,4583045,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,3,4,4,7,0 0 0 0 0 0 0 0 0 0 0 15 7 7,3,17,17
Case 1580,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,82496,3341706,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,1,4,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,14,8
Case 1580,82496,0 0 0 0 0 0 0 0 0 0 0 0 1 82496,2,1293434,3341706,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,2,1,4,14,0 0 0 0 0 0 0 0 0 0 0 0 15 14,2,15,8
Case 1580,1293434,0 0 0 0 0 0 0 0 0 0 0 1 82496 1293434,3,2042090,3341706,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,3,3,4,15,0 0 0 0 0 0 0 0 0 0 0 15 14 15,3,7,8
Case 1580,2042090,0 0 0 0 0 0 0 0 0 0 1 82496 1293434 2042090,4,3341706,3341706,3,0 0 0 0 0 0 0 0 0 0 0 1 1 3,4,4,4,7,0 0 0 0 0 0 0 0 0 0 15 14 15 7,4,8,8
Case 1581,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1829,2854898,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,1,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,15,16
Case 1581,1829,0 0 0 0 0 0 0 0 0 0 0 0 1 1829,2,62019,2854898,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,4,1,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15,2,8,16
Case 1581,62019,0 0 0 0 0 0 0 0 0 0 0 1 1829 62019,3,2854898,2854898,4,0 0 0 0 0 0 0 0 0 0 0 3 3 4,3,1,1,8,0 0 0 0 0 0 0 0 0 0 0 15 15 8,3,16,16
Case 1582,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,345574,3805655,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,1,6,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,10,11
Case 1582,345574,0 0 0 0 0 0 0 0 0 0 0 0 1 345574,2,354888,3805655,1,0 0 0 0 0 0 0 0 0 0 0 0 4 1,2,1,6,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10,2,13,11
Case 1582,354888,0 0 0 0 0 0 0 0 0 0 0 1 345574 354888,3,354888,3805655,1,0 0 0 0 0 0 0 0 0 0 0 4 1 1,3,1,6,13,0 0 0 0 0 0 0 0 0 0 0 10 10 13,3,13,11
Case 1582,354888,0 0 0 0 0 0 0 0 0 0 1 345574 354888 354888,4,3805655,3805655,1,0 0 0 0 0 0 0 0 0 0 4 1 1 1,4,6,6,13,0 0 0 0 0 0 0 0 0 0 10 10 13 13,4,11,11
Case 1583,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1280113,2846890,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,4,1,16,0 0 0 0 0 0 0 0 0 0 0 0 0 16,1,11,15
Case 1583,1280113,0 0 0 0 0 0 0 0 0 0 0 0 1 1280113,2,1550877,2846890,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4,2,0,1,11,0 0 0 0 0 0 0 0 0 0 0 0 16 11,2,15,15
Case 1583,1550877,0 0 0 0 0 0 0 0 0 0 0 1 1280113 1550877,3,2846890,2846890,0,0 0 0 0 0 0 0 0 0 0 0 3 4 0,3,1,1,15,0 0 0 0 0 0 0 0 0 0 0 16 11 15,3,15,15
Case 1584,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,14,3024351,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,2,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,10,10
Case 1584,14,0 0 0 0 0 0 0 0 0 0 0 0 1 14,2,1944,3024351,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,2,2,10,0 0 0 0 0 0 0 0 0 0 0 0 10 10,2,10,10
Case 1584,1944,0 0 0 0 0 0 0 0 0 0 0 1 14 1944,3,3024351,3024351,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,2,2,10,0 0 0 0 0 0 0 0 0 0 0 10 10 10,3,10,10
Case 1585,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,275763,3369801,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,4,5,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,12,8
Case 1585,275763,0 0 0 0 0 0 0 0 0 0 0 0 1 275763,2,275789,3369801,4,0 0 0 0 0 0 0 0 0 0 0 0 1 4,2,4,5,12,0 0 0 0 0 0 0 0 0 0 0 0 7 12,2,12,8
Case 1585,275789,0 0 0 0 0 0 0 0 0 0 0 1 275763 275789,3,3369801,3369801,4,0 0 0 0 0 0 0 0 0 0 0 1 4 4,3,5,5,12,0 0 0 0 0 0 0 0 0 0 0 7 12 12,3,8,8
Case 1586,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,330248,2859167,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,0,1,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,11,17
Case 1586,330248,0 0 0 0 0 0 0 0 0 0 0 0 1 330248,2,1040923,2859167,0,0 0 0 0 0 0 0 0 0 0 0 0 3 0,2,1,1,11,0 0 0 0 0 0 0 0 0 0 0 0 15 11,2,16,17
Case 1586,1040923,0 0 0 0 0 0 0 0 0 0 0 1 330248 1040923,3,2859167,2859167,1,0 0 0 0 0 0 0 0 0 0 0 3 0 1,3,1,1,16,0 0 0 0 0 0 0 0 0 0 0 15 11 16,3,17,17
Case 1587,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,163716,3608072,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,3,1,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,12,8
Case 1587,163716,0 0 0 0 0 0 0 0 0 0 0 0 1 163716,2,1213793,3608072,3,0 0 0 0 0 0 0 0 0 0 0 0 1 3,2,1,1,12,0 0 0 0 0 0 0 0 0 0 0 0 14 12,2,15,8
Case 1587,1213793,0 0 0 0 0 0 0 0 0 0 0 1 163716 1213793,3,2312057,3608072,1,0 0 0 0 0 0 0 0 0 0 0 1 3 1,3,0,1,15,0 0 0 0 0 0 0 0 0 0 0 14 12 15,3,8,8
Case 1587,2312057,0 0 0 0 0 0 0 0 0 0 1 163716 1213793 2312057,4,3608072,3608072,0,0 0 0 0 0 0 0 0 0 0 1 3 1 0,4,1,1,8,0 0 0 0 0 0 0 0 0 0 14 12 15 8,4,8,8
Case 1588,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,3238,3280095,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,3,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,10,8
Case 1588,3238,0 0 0 0 0 0 0 0 0 0 0 0 1 3238,2,90496,3280095,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2,1,3,10,0 0 0 0 0 0 0 0 0 0 0 0 9 10,2,10,8
Case 1588,90496,0 0 0 0 0 0 0 0 0 0 0 1 3238 90496,3,3280095,3280095,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,3,3,3,10,0 0 0 0 0 0 0 0 0 0 0 9 10 10,3,8,8
Case 1589,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2245863,3775920,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,0,4,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,15,8
Case 1589,2245863,0 0 0 0 0 0 0 0 0 0 0 0 1 2245863,2,2479904,3775920,0,0 0 0 0 0 0 0 0 0 0 0 0 2 0,2,3,4,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15,2,8,8
Case 1589,2479904,0 0 0 0 0 0 0 0 0 0 0 1 2245863 2479904,3,3775920,3775920,3,0 0 0 0 0 0 0 0 0 0 0 2 0 3,3,4,4,8,0 0 0 0 0 0 0 0 0 0 0 15 15 8,3,8,8
Case 159,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2069,2678963,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,5,7,0 0 0 0 0 0 0 0 0 0 0 0 0 7,1,7,7
Case 159,2069,0 0 0 0 0 0 0 0 0 0 0 0 1 2069,2,540495,2678963,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,1,5,7,0 0 0 0 0 0 0 0 0 0 0 0 7 7,2,13,7
Case 159,540495,0 0 0 0 0 0 0 0 0 0 0 1 2069 540495,3,2678963,2678963,1,0 0 0 0 0 0 0 0 0 0 0 2 2 1,3,5,5,13,0 0 0 0 0 0 0 0 0 0 0 7 7 13,3,7,7
Case 1590,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,623133,3802142,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,6,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,16,11
Case 1590,623133,0 0 0 0 0 0 0 0 0 0 0 0 1 623133,2,876618,3802142,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,0,6,16,0 0 0 0 0 0 0 0 0 0 0 0 11 16,2,15,11
Case 1590,876618,0 0 0 0 0 0 0 0 0 0 0 1 623133 876618,3,3802142,3802142,0,0 0 0 0 0 0 0 0 0 0 0 4 4 0,3,6,6,15,0 0 0 0 0 0 0 0 0 0 0 11 16 15,3,11,11
Case 1591,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,20,3974872,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,5,8,0 0 0 0 0 0 0 0 0 0 0 0 0 8,1,8,8
Case 1591,20,0 0 0 0 0 0 0 0 0 0 0 0 1 20,2,5848,3974872,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,1,5,8,0 0 0 0 0 0 0 0 0 0 0 0 8 8,2,9,8
Case 1591,5848,0 0 0 0 0 0 0 0 0 0 0 1 20 5848,3,3974872,3974872,1,0 0 0 0 0 0 0 0 0 0 0 1 1 1,3,5,5,9,0 0 0 0 0 0 0 0 0 0 0 8 8 9,3,8,8
Case 1592,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,8,3100676,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,2,13,0 0 0 0 0 0 0 0 0 0 0 0 0 13,1,13,10
Case 1592,8,0 0 0 0 0 0 0 0 0 0 0 0 1 8,2,580,3100676,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,1,2,13,0 0 0 0 0 0 0 0 0 0 0 0 13 13,2,13,10
Case 1592,580,0 0 0 0 0 0 0 0 0 0 0 1 8 580,3,1804657,3100676,1,0 0 0 0 0 0 0 0 0 0 0 1 1 1,3,1,2,13,0 0 0 0 0 0 0 0 0 0 0 13 13 13,3,10,10
Case 1592,1804657,0 0 0 0 0 0 0 0 0 0 1 8 580 1804657,4,3100676,3100676,1,0 0 0 0 0 0 0 0 0 0 1 1 1 1,4,2,2,10,0 0 0 0 0 0 0 0 0 0 13 13 13 10,4,10,10
Case 1593,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,778609,3001716,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,4,2,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,15,8
Case 1593,778609,0 0 0 0 0 0 0 0 0 0 0 0 1 778609,2,1705697,3001716,4,0 0 0 0 0 0 0 0 0 0 0 0 2 4,2,1,2,15,0 0 0 0 0 0 0 0 0 0 0 0 15 15,2,8,8
Case 1593,1705697,0 0 0 0 0 0 0 0 0 0 0 1 778609 1705697,3,3001716,3001716,1,0 0 0 0 0 0 0 0 0 0 0 2 4 1,3,2,2,8,0 0 0 0 0 0 0 0 0 0 0 15 15 8,3,8,8
Case 1594,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,16854,3802083,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,1,3,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,14,10
Case 1594,16854,0 0 0 0 0 0 0 0 0 0 0 0 1 16854,2,16858,3802083,1,0 0 0 0 0 0 0 0 0 0 0 0 1 1,2,1,3,14,0 0 0 0 0 0 0 0 0 0 0 0 9 14,2,14,10
Case 1594,16858,0 0 0 0 0 0 0 0 0 0 0 1 16854 16858,3,16903,3802083,1,0 0 0 0 0 0 0 0 0 0 0 1 1 1,3,1,3,14,0 0 0 0 0 0 0 0 0 0 0 9 14 14,3,14,10
Case 1594,16903,0 0 0 0 0 0 0 0 0 0 1 16854 16858 16903,4,16906,3802083,1,0 0 0 0 0 0 0 0 0 0 1 1 1 1,4,1,3,14,0 0 0 0 0 0 0 0 0 0 9 14 14 14,4,14,10
Case 1594,16906,0 0 0 0 0 0 0 0 0 1 16854 16858 16903 16906,5,16910,3802083,1,0 0 0 0 0 0 0 0 0 1 1 1 1 1,5,1,3,14,0 0 0 0 0 0 0 0 0 9 14 14 14 14,5,14,10
Case 1594,16910,0 0 0 0 0 0 0 0 1 16854 16858 16903 16906 16910,6,16932,3802083,1,0 0 0 0 0 0 0 0 1 1 1 1 1 1,6,1,3,14,0 0 0 0 0 0 0 0 9 14 14 14 14 14,6,14,10
Case 1594,16932,0 0 0 0 0 0 0 1 16854 16858 16903 16906 16910 16932,7,16936,3802083,1,0 0 0 0 0 0 0 1 1 1 1 1 1 1,7,1,3,14,0 0 0 0 0 0 0 9 14 14 14 14 14 14,7,14,10
Case 1594,16936,0 0 0 0 0 0 1 16854 16858 16903 16906 16910 16932 16936,8,16947,3802083,1,0 0 0 0 0 0 1 1 1 1 1 1 1 1,8,1,3,14,0 0 0 0 0 0 9 14 14 14 14 14 14 14,8,14,10
Case 1594,16947,0 0 0 0 0 1 16854 16858 16903 16906 16910 16932 16936 16947,9,3802083,3802083,1,0 0 0 0 0 1 1 1 1 1 1 1 1 1,9,3,3,14,0 0 0 0 0 9 14 14 14 14 14 14 14 14,9,10,10
Case 1595,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,257292,3997624,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,0,1,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,9,16
Case 1595,257292,0 0 0 0 0 0 0 0 0 0 0 0 1 257292,2,261359,3997624,0,0 0 0 0 0 0 0 0 0 0 0 0 4 0,2,0,1,9,0 0 0 0 0 0 0 0 0 0 0 0 9 9,2,10,16
Case 1595,261359,0 0 0 0 0 0 0 0 0 0 0 1 257292 261359,3,363768,3997624,0,0 0 0 0 0 0 0 0 0 0 0 4 0 0,3,1,1,10,0 0 0 0 0 0 0 0 0 0 0 9 9 10,3,14,16
Case 1595,363768,0 0 0 0 0 0 0 0 0 0 1 257292 261359 363768,4,366193,3997624,1,0 0 0 0 0 0 0 0 0 0 4 0 0 1,4,1,1,14,0 0 0 0 0 0 0 0 0 0 9 9 10 14,4,15,16
Case 1595,366193,0 0 0 0 0 0 0 0 0 1 257292 261359 363768 366193,5,1463582,3997624,1,0 0 0 0 0 0 0 0 0 4 0 0 1 1,5,0,1,15,0 0 0 0 0 0 0 0 0 9 9 10 14 15,5,8,16
Case 1595,1463582,0 0 0 0 0 0 0 0 1 257292 261359 363768 366193 1463582,6,1463604,3997624,0,0 0 0 0 0 0 0 0 4 0 0 1 1 0,6,0,1,8,0 0 0 0 0 0 0 0 9 9 10 14 15 8,6,8,16
Case 1595,1463604,0 0 0 0 0 0 0 1 257292 261359 363768 366193 1463582 1463604,7,3997624,3997624,0,0 0 0 0 0 0 0 4 0 0 1 1 0 0,7,1,1,8,0 0 0 0 0 0 0 9 9 10 14 15 8 8,7,16,16
Case 1596,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,89357,4489287,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,4,6,15,0 0 0 0 0 0 0 0 0 0 0 0 0 15,1,16,14
Case 1596,89357,0 0 0 0 0 0 0 0 0 0 0 0 1 89357,2,337664,4489287,4,0 0 0 0 0 0 0 0 0 0 0 0 3 4,2,0,6,16,0 0 0 0 0 0 0 0 0 0 0 0 15 16,2,13,14
Case 1596,337664,0 0 0 0 0 0 0 0 0 0 0 1 89357 337664,3,4489287,4489287,0,0 0 0 0 0 0 0 0 0 0 0 3 4 0,3,6,6,13,0 0 0 0 0 0 0 0 0 0 0 15 16 13,3,14,14
Case 1597,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,91,3800704,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,4,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,11,11
Case 1597,91,0 0 0 0 0 0 0 0 0 0 0 0 1 91,2,106,3800704,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,2,4,11,0 0 0 0 0 0 0 0 0 0 0 0 11 11,2,11,11
Case 1597,106,0 0 0 0 0 0 0 0 0 0 0 1 91 106,3,3800704,3800704,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,4,4,11,0 0 0 0 0 0 0 0 0 0 0 11 11 11,3,11,11
Case 1598,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,2282,2851809,3,0 0 0 0 0 0 0 0 0 0 0 0 0 3,1,3,1,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,11,11
Case 1598,2282,0 0 0 0 0 0 0 0 0 0 0 0 1 2282,2,11330,2851809,3,0 0 0 0 0 0 0 0 0 0 0 0 3 3,2,3,1,11,0 0 0 0 0 0 0 0 0 0 0 0 11 11,2,14,11
Case 1598,11330,0 0 0 0 0 0 0 0 0 0 0 1 2282 11330,3,11331,2851809,3,0 0 0 0 0 0 0 0 0 0 0 3 3 3,3,3,1,14,0 0 0 0 0 0 0 0 0 0 0 11 11 14,3,14,11
Case 1598,11331,0 0 0 0 0 0 0 0 0 0 1 2282 11330 11331,4,2851809,2851809,3,0 0 0 0 0 0 0 0 0 0 3 3 3 3,4,1,1,14,0 0 0 0 0 0 0 0 0 0 11 11 14 14,4,11,11
Case 1599,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,507009,4147511,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,3,3,11,0 0 0 0 0 0 0 0 0 0 0 0 0 11,1,8,11
Case 1599,507009,0 0 0 0 0 0 0 0 0 0 0 0 1 507009,2,600930,4147511,3,0 0 0 0 0 0 0 0 0 0 0 0 4 3,2,4,3,8,0 0 0 0 0 0 0 0 0 0 0 0 11 8,2,10,11
Case 1599,600930,0 0 0 0 0 0 0 0 0 0 0 1 507009 600930,3,4147511,4147511,4,0 0 0 0 0 0 0 0 0 0 0 4 3 4,3,3,3,10,0 0 0 0 0 0 0 0 0 0 0 11 8 10,3,11,11
Case 16,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,7036,2678608,2,0 0 0 0 0 0 0 0 0 0 0 0 0 2,1,2,5,14,0 0 0 0 0 0 0 0 0 0 0 0 0 14,1,16,14
Case 16,7036,0 0 0 0 0 0 0 0 0 0 0 0 1 7036,2,7626,2678608,2,0 0 0 0 0 0 0 0 0 0 0 0 2 2,2,2,5,16,0 0 0 0 0 0 0 0 0 0 0 0 14 16,2,16,14
Case 16,7626,0 0 0 0 0 0 0 0 0 0 0 1 7036 7626,3,70247,2678608,2,0 0 0 0 0 0 0 0 0 0 0 2 2 2,3,3,5,16,0 0 0 0 0 0 0 0 0 0 0 14 16 16,3,9,14
Case 16,70247,0 0 0 0 0 0 0 0 0 0 1 7036 7626 70247,4,2678608,2678608,3,0 0 0 0 0 0 0 0 0 0 2 2 2 3,4,5,5,9,0 0 0 0 0 0 0 0 0 0 14 16 16 9,4,14,14
Case 160,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,9104,4316774,4,0 0 0 0 0 0 0 0 0 0 0 0 0 4,1,4,5,10,0 0 0 0 0 0 0 0 0 0 0 0 0 10,1,13,10
Case 160,9104,0 0 0 0 0 0 0 0 0 0 0 0 1 9104,2,9209,4316774,4,0 0 0 0 0 0 0 0 0 0 0 0 4 4,2,4,5,13,0 0 0 0 0 0 0 0 0 0 0 0 10 13,2,13,10
Case 160,9209,0 0 0 0 0 0 0 0 0 0 0 1 9104 9209,3,4316774,4316774,4,0 0 0 0 0 0 0 0 0 0 0 4 4 4,3,5,5,13,0 0 0 0 0 0 0 0 0 0 0 10 13 13,3,10,10
Case 1600,1,0 0 0 0 0 0 0 0 0 0 0 0 0 1,1,41,3978310,0,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1,0,4,9,0 0 0 0 0 0 0 0 0 0 0 0 0 9,1,9,11
