case_id,concept:name,concept:name_prefix,concept:name_k,concept:name_next,Resource,Resource_prefix,Resource_k,Resource_next
Case 3029,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 3029,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 3029,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 3030,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 3030,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 2 Value 2,1,Value 2
Case 3030,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 2,Value 2 Value 2 Value 2,2,Value 2
Case 3030,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 2,Value 2 Value 2 Value 2 Value 2,3,Value 2
Case 3030,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 2,Value 2 Value 2 Value 2 Value 2 Value 2,4,Value 5
Case 3031,insert-ticket,insert-ticket,0,assign-seriousness,Value 14,Value 14,0,Value 14
Case 3031,assign-seriousness,insert-ticket assign-seriousness,1,assign-seriousness,Value 14,Value 14 Value 14,1,Value 2
Case 3031,assign-seriousness,insert-ticket assign-seriousness assign-seriousness,2,assign-seriousness,Value 2,Value 14 Value 14 Value 2,2,Value 2
Case 3031,assign-seriousness,insert-ticket assign-seriousness assign-seriousness assign-seriousness,3,take-in-charge-ticket,Value 2,Value 14 Value 14 Value 2 Value 2,3,Value 2
Case 3031,take-in-charge-ticket,insert-ticket assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,4,resolve-ticket,Value 2,Value 14 Value 14 Value 2 Value 2 Value 2,4,Value 14
Case 3031,resolve-ticket,insert-ticket assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,5,closed,Value 14,Value 14 Value 14 Value 2 Value 2 Value 2 Value 14,5,Value 5
Case 3032,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 3032,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 3032,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 3033,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 8,Value 8,0,Value 8
Case 3033,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 8,Value 8 Value 8,1,Value 13
Case 3033,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 13,Value 8 Value 8 Value 13,2,Value 13
Case 3033,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 13,Value 8 Value 8 Value 13 Value 13,3,Value 5
Case 3034,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 9
Case 3034,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 9,Value 1 Value 9,1,Value 9
Case 3034,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9,Value 1 Value 9 Value 9,2,Value 9
Case 3034,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9,Value 1 Value 9 Value 9 Value 9,3,Value 3
Case 3035,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 9
Case 3035,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 1 Value 9,1,Value 9
Case 3035,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 1 Value 9 Value 9,2,Value 3
Case 3036,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 2
Case 3036,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 8 Value 2,1,Value 2
Case 3036,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 2,Value 8 Value 2 Value 2,2,Value 2
Case 3036,take-in-charge-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value 2,Value 8 Value 2 Value 2 Value 2,3,Value 2
Case 3036,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 2,Value 8 Value 2 Value 2 Value 2 Value 2,4,Value 5
Case 3037,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 3037,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 1 Value 2,1,Value 9
Case 3037,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9,Value 1 Value 2 Value 9,2,Value 9
Case 3037,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9,Value 1 Value 2 Value 9 Value 9,3,Value 3
Case 3038,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 18,Value 18,0,Value 9
Case 3038,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 9,Value 18 Value 9,1,Value 9
Case 3038,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 9,Value 18 Value 9 Value 9,2,Value 9
Case 3038,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,wait,Value 9,Value 18 Value 9 Value 9 Value 9,3,Value 9
Case 3038,wait,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,resolve-ticket,Value 9,Value 18 Value 9 Value 9 Value 9 Value 9,4,Value 9
Case 3038,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,closed,Value 9,Value 18 Value 9 Value 9 Value 9 Value 9 Value 9,5,Value 3
Case 3039,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 3039,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 3039,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 3040,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 4
Case 3040,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4,Value 1 Value 4,1,Value 2
Case 3040,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 2,Value 1 Value 4 Value 2,2,Value 2
Case 3040,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 2,Value 1 Value 4 Value 2 Value 2,3,Value 5
Case 3041,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 3041,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 3041,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 3042,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 15
Case 3042,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 15,Value 1 Value 15,1,Value 15
Case 3042,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 15,Value 1 Value 15 Value 15,2,Value 5
Case 3043,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 9
Case 3043,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 4 Value 9,1,Value 9
Case 3043,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 4 Value 9 Value 9,2,Value 3
Case 3044,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 13
Case 3044,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 13 Value 13,1,Value 4
Case 3044,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4,Value 13 Value 13 Value 4,2,Value 3
Case 3045,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 3045,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 3045,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 5
Case 3046,assign-seriousness,assign-seriousness,0,wait,Value 1,Value 1,0,Value 1
Case 3046,wait,assign-seriousness wait,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 3046,resolve-ticket,assign-seriousness wait resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 3
Case 3047,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 13
Case 3047,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 1 Value 13,1,Value 13
Case 3047,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 1 Value 13 Value 13,2,Value 5
Case 3048,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 13,Value 13,0,Value 13
Case 3048,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 13 Value 13,1,Value 15
Case 3048,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 15,Value 13 Value 13 Value 15,2,Value 15
Case 3048,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 15,Value 13 Value 13 Value 15 Value 15,3,Value 5
Case 3049,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 3049,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 8,Value 8 Value 8,1,Value 8
Case 3049,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 8,Value 8 Value 8 Value 8,2,Value 8
Case 3049,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 8,Value 8 Value 8 Value 8 Value 8,3,Value 8
Case 3049,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,take-in-charge-ticket,Value 8,Value 8 Value 8 Value 8 Value 8 Value 8,4,Value 8
Case 3049,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,resolve-ticket,Value 8,Value 8 Value 8 Value 8 Value 8 Value 8 Value 8,5,Value 15
Case 3049,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,6,closed,Value 15,Value 8 Value 8 Value 8 Value 8 Value 8 Value 8 Value 15,6,Value 5
Case 3050,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 19,Value 19,0,Value 14
Case 3050,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 14,Value 19 Value 14,1,Value 2
Case 3050,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait,Value 2,Value 19 Value 14 Value 2,2,Value 7
Case 3050,wait,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket,Value 7,Value 19 Value 14 Value 2 Value 7,3,Value 7
Case 3050,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket,Value 7,Value 19 Value 14 Value 2 Value 7 Value 7,4,Value 7
Case 3050,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed,Value 7,Value 19 Value 14 Value 2 Value 7 Value 7 Value 7,5,Value 5
Case 3051,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 3051,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 2 Value 2,1,Value 2
Case 3051,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 2,Value 2 Value 2 Value 2,2,Value 2
Case 3051,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 2,Value 2 Value 2 Value 2 Value 2,3,Value 2
Case 3051,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 2,Value 2 Value 2 Value 2 Value 2 Value 2,4,Value 5
Case 3052,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 2
Case 3052,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 8 Value 2,1,Value 2
Case 3052,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 8 Value 2 Value 2,2,Value 5
Case 3053,assign-seriousness,assign-seriousness,0,resolve-ticket,Value 2,Value 2,0,Value 13
Case 3053,resolve-ticket,assign-seriousness resolve-ticket,1,take-in-charge-ticket,Value 13,Value 2 Value 13,1,Value 13
Case 3053,take-in-charge-ticket,assign-seriousness resolve-ticket take-in-charge-ticket,2,resolve-ticket,Value 13,Value 2 Value 13 Value 13,2,Value 13
Case 3053,resolve-ticket,assign-seriousness resolve-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 13,Value 2 Value 13 Value 13 Value 13,3,Value 5
Case 3054,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 3054,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 8,Value 8 Value 8,1,Value 2
Case 3054,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,take-in-charge-ticket,Value 2,Value 8 Value 8 Value 2,2,Value 2
Case 3054,take-in-charge-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket,3,resolve-ticket,Value 2,Value 8 Value 8 Value 2 Value 2,3,Value 2
Case 3054,resolve-ticket,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 2,Value 8 Value 8 Value 2 Value 2 Value 2,4,Value 5
Case 3055,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 3055,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 8,Value 8 Value 8,1,Value 13
Case 3055,wait,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 13,Value 8 Value 8 Value 13,2,Value 13
Case 3055,take-in-charge-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 13,Value 8 Value 8 Value 13 Value 13,3,Value 13
Case 3055,resolve-ticket,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 13,Value 8 Value 8 Value 13 Value 13 Value 13,4,Value 5
Case 3056,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 3056,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 3056,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1,Value 1 Value 1 Value 1,2,Value 3
Case 3057,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 13
Case 3057,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 1 Value 13,1,Value 13
Case 3057,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 1 Value 13 Value 13,2,Value 5
Case 3058,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 14,Value 14,0,Value 2
Case 3058,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value 2,Value 14 Value 2,1,Value 4
Case 3058,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket,Value 4,Value 14 Value 2 Value 4,2,Value 9
Case 3058,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,resolve-ticket,Value 9,Value 14 Value 2 Value 4 Value 9,3,Value 9
Case 3058,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket resolve-ticket,4,closed,Value 9,Value 14 Value 2 Value 4 Value 9 Value 9,4,Value 3
Case 3059,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 3059,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value 2,Value 1 Value 2,1,Value 4
Case 3059,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket,Value 4,Value 1 Value 2 Value 4,2,Value 4
Case 3059,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed,Value 4,Value 1 Value 2 Value 4 Value 4,3,Value 3
Case 3060,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 3060,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 2
Case 3060,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 1 Value 2 Value 2,2,Value 5
Case 3061,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 18,Value 18,0,Value 2
Case 3061,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,require-upgrade,Value 2,Value 18 Value 2,1,Value 2
Case 3061,require-upgrade,assign-seriousness take-in-charge-ticket require-upgrade,2,resolve-ticket,Value 2,Value 18 Value 2 Value 2,2,Value 2
Case 3061,resolve-ticket,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,closed,Value 2,Value 18 Value 2 Value 2 Value 2,3,Value 3
Case 3062,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 3062,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1,Value 1 Value 1,1,Value 1
Case 3062,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 1,Value 1 Value 1 Value 1,2,Value 1
Case 3062,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 1,Value 1 Value 1 Value 1 Value 1,3,Value 5
Case 3063,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 6
Case 3063,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 8 Value 6,1,Value 6
Case 3063,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 8 Value 6 Value 6,2,Value 5
Case 3064,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 6
Case 3064,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6,Value 9 Value 6,1,Value 6
Case 3064,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6,Value 9 Value 6 Value 6,2,Value 5
Case 3065,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 8
Case 3065,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8,Value 8 Value 8,1,Value 2
Case 3065,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 8 Value 8 Value 2,2,Value 5
Case 3066,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 8,Value 8,0,Value 2
Case 3066,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 8 Value 2,1,Value 2
Case 3066,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 8 Value 2 Value 2,2,Value 5
Case 3067,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 13
Case 3067,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 13,Value 1 Value 13,1,Value 13
Case 3067,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 13,Value 1 Value 13 Value 13,2,Value 13
Case 3067,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 13,Value 1 Value 13 Value 13 Value 13,3,Value 5
Case 3068,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 2,Value 2,0,Value 2
Case 3068,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 2 Value 2,1,Value 2
Case 3068,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 2 Value 2 Value 2,2,Value 5
Case 3069,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 9
Case 3069,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 1 Value 9,1,Value 9
Case 3069,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 1 Value 9 Value 9,2,Value 5
Case 3070,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 13
Case 3070,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13,Value 1 Value 13,1,Value 13
Case 3070,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13,Value 1 Value 13 Value 13,2,Value 5
Case 3071,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 1
Case 3071,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,create-sw-anomaly,Value 1,Value 1 Value 1,1,Value 1
Case 3071,create-sw-anomaly,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,require-upgrade,Value 1,Value 1 Value 1 Value 1,2,Value 2
Case 3071,require-upgrade,assign-seriousness take-in-charge-ticket create-sw-anomaly require-upgrade,3,resolve-ticket,Value 2,Value 1 Value 1 Value 1 Value 2,3,Value 4
Case 3071,resolve-ticket,assign-seriousness take-in-charge-ticket create-sw-anomaly require-upgrade resolve-ticket,4,closed,Value 4,Value 1 Value 1 Value 1 Value 2 Value 4,4,Value 3
Case 3072,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 9
Case 3072,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9,Value 4 Value 9,1,Value 9
Case 3072,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9,Value 4 Value 9 Value 9,2,Value 5
Case 3073,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 4,Value 4,0,Value 2
Case 3073,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 4 Value 2,1,Value 2
Case 3073,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2,Value 4 Value 2 Value 2,2,Value 2
Case 3073,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2,Value 4 Value 2 Value 2 Value 2,3,Value 3
Case 3074,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 2
Case 3074,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2,Value 1 Value 2,1,Value 2
Case 3074,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2,Value 1 Value 2 Value 2,2,Value 5
Case 3075,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 1,Value 1,0,Value 10
Case 3075,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10,Value 1 Value 10,1,Value 10
Case 3075,resolve-ticket,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 10,Value 1 Value 10 Value 10,2,Value 5
Case 3076,assign-seriousness,assign-seriousness,0,assign-seriousness,Value 9,Value 9,0,Value 2
Case 3076,assign-seriousness,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2,Value 9 Value 2,1,Value 2
Case 3076,take-in-charge-ticket,assign-seriousness assign-seriousness take-in-charge-ticket,2,create-sw-anomaly,Value 2,Value 9 Value 2 Value 2,2,Value 2
Case 3076,create-sw-anomaly,assign-seriousness assign-seriousness take-in-charge-ticket create-sw-anomaly,3,resolve-sw-anomaly,Value 2,Value 9 Value 2 Value 2 Value 2,3,Value 2
Case 3076,resolve-sw-anomaly,assign-seriousness assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-sw-anomaly,4,resolve-ticket,Value 2,Value 9 Value 2 Value 2 Value 2 Value 2,4,Value 2
Case 3076,resolve-ticket,assign-seriousness assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-sw-anomaly resolve-ticket,5,closed,Value 2,Value 9 Value 2 Value 2 Value 2 Value 2 Value 2,5,Value 5
Case 3077,assign-seriousness,assign-seriousness,0,require-upgrade,Value 18,Value 18,0,Value 2
Case 3077,require-upgrade,assign-seriousness require-upgrade,1,resolve-ticket,Value 2,Value 18 Value 2,1,Value 2
Case 3077,resolve-ticket,assign-seriousness require-upgrade resolve-ticket,2,closed,Value 2,Value 18 Value 2 Value 2,2,Value 3
Case 3078,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 9,Value 9,0,Value 2
Case 3078,take-in-charge-ticket,assign-seriousness take-in-charge-ticket,1,wait,Value 2,Value 9 Value 2,1,Value 9
Case 3078,wait,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9,Value 9 Value 2 Value 9,2,Value 9
Case 3078,resolve-ticket,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9,Value 9 Value 2 Value 9 Value 9,3,Value 3
Case 3079,insert-ticket,insert-ticket,0,assign-seriousness,Value 5,Value 5,0,Value 6
Case 3079,assign-seriousness,insert-ticket assign-seriousness,1,assign-seriousness,Value 6,Value 5 Value 6,1,Value 6
Case 3079,assign-seriousness,insert-ticket assign-seriousness assign-seriousness,2,assign-seriousness,Value 6,Value 5 Value 6 Value 6,2,Value 2
Case 3079,assign-seriousness,insert-ticket assign-seriousness assign-seriousness assign-seriousness,3,assign-seriousness,Value 2,Value 5 Value 6 Value 6 Value 2,3,Value 2
Case 3079,assign-seriousness,insert-ticket assign-seriousness assign-seriousness assign-seriousness assign-seriousness,4,take-in-charge-ticket,Value 2,Value 5 Value 6 Value 6 Value 2 Value 2,4,Value 17
Case 3079,take-in-charge-ticket,insert-ticket assign-seriousness assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,5,resolve-ticket,Value 17,Value 5 Value 6 Value 6 Value 2 Value 2 Value 17,5,Value 17
Case 3079,resolve-ticket,insert-ticket assign-seriousness assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,6,closed,Value 17,Value 5 Value 6 Value 6 Value 2 Value 2 Value 17 Value 17,6,Value 5
Case 3080,assign-seriousness,assign-seriousness,0,take-in-charge-ticket,Value 14,Value 14,0,Value 14
