case_id,prefix,k,next_act,Resource
Case 1866,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 2
Case 1866,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value 2
Case 1866,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 2
Case 1867,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1867,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 8
Case 1867,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,take-in-charge-ticket,Value 8
Case 1867,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket,3,resolve-ticket,Value 12
Case 1867,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,4,take-in-charge-ticket,Value 12
Case 1867,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket,5,resolve-ticket,Value 12
Case 1867,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,6,take-in-charge-ticket,Value 12
Case 1867,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket,7,take-in-charge-ticket,Value 10
Case 1867,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket take-in-charge-ticket,8,resolve-ticket,Value 10
Case 1867,assign-seriousness take-in-charge-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket take-in-charge-ticket take-in-charge-ticket resolve-ticket,9,closed,Value 13
Case 1868,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1868,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 1868,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 1868,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2
Case 1869,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 1869,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1869,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1870,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1870,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 1870,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1871,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 1871,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 1871,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 1872,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1872,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1872,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1873,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1873,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4
Case 1873,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 4
Case 1873,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 4
Case 1874,insert-ticket,0,assign-seriousness,Value 14
Case 1874,insert-ticket assign-seriousness,1,take-in-charge-ticket,Value 14
Case 1874,insert-ticket assign-seriousness take-in-charge-ticket,2,wait,Value 9
Case 1874,insert-ticket assign-seriousness take-in-charge-ticket wait,3,resolve-ticket,Value 9
Case 1874,insert-ticket assign-seriousness take-in-charge-ticket wait resolve-ticket,4,closed,Value 9
Case 1875,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1875,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 1875,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 1875,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2
Case 1876,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1876,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1876,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 9
Case 1876,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 9
Case 1877,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1877,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 2
Case 1877,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value 2
Case 1877,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 14
Case 1878,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 1878,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 1878,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1879,assign-seriousness,0,take-in-charge-ticket,Value 7
Case 1879,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 7
Case 1879,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 7
Case 1880,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1880,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 1880,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1881,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 1881,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1881,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1882,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 1882,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 4
Case 1882,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4
Case 1883,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1883,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 1883,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8
Case 1884,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1884,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 1884,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4
Case 1884,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4
Case 1885,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 1885,assign-seriousness take-in-charge-ticket,1,wait,Value 6
Case 1885,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 6
Case 1885,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 6
Case 1886,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1886,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1886,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 1887,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1887,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 3
Case 1887,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 4
Case 1888,take-in-charge-ticket,0,resolve-ticket,Value 4
Case 1888,take-in-charge-ticket resolve-ticket,1,closed,Value 2
Case 1889,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1889,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1889,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1890,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1890,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1890,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 1891,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1891,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 1891,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8
Case 1892,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 1892,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 1892,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 4
Case 1892,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 4
Case 1893,assign-seriousness,0,resolve-ticket,Value 4
Case 1893,assign-seriousness resolve-ticket,1,closed,Value 4
Case 1894,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1894,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1894,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1895,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 1895,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1895,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1896,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1896,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 1896,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 1897,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1897,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 1897,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 2
Case 1897,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,resolve-ticket,Value 8
Case 1897,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,closed,Value 2
Case 1898,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1898,assign-seriousness take-in-charge-ticket,1,wait,Value 13
Case 1898,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 13
Case 1898,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2
Case 1899,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 1899,assign-seriousness take-in-charge-ticket,1,wait,Value 6
Case 1899,assign-seriousness take-in-charge-ticket wait,2,wait,Value 12
Case 1899,assign-seriousness take-in-charge-ticket wait wait,3,take-in-charge-ticket,Value 12
Case 1899,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket,4,resolve-ticket,Value 16
Case 1899,assign-seriousness take-in-charge-ticket wait wait take-in-charge-ticket resolve-ticket,5,closed,Value 16
Case 1900,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 1900,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 1900,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 12
Case 1900,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 16
Case 1901,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 1901,assign-seriousness take-in-charge-ticket,1,wait,Value 18
Case 1901,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 1901,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 18
Case 1902,assign-seriousness,0,take-in-charge-ticket,Value 4
Case 1902,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10
Case 1902,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 10
Case 1903,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1903,assign-seriousness take-in-charge-ticket,1,wait,Value 2
Case 1903,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 1903,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 1
Case 1904,assign-seriousness,0,take-in-charge-ticket,Value 6
Case 1904,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1904,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1905,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1905,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1905,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 1906,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 1906,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 14
Case 1906,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 14
Case 1907,assign-seriousness,0,take-in-charge-ticket,Value 16
Case 1907,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 16
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 16
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,wait,Value 16
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,take-in-charge-ticket,Value 16
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket,Value 16
Case 1907,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed,Value 16
Case 1908,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 1908,assign-seriousness take-in-charge-ticket,1,wait,Value 9
Case 1908,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 9
Case 1908,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 9
Case 1909,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1909,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1909,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 1910,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1910,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 12
Case 1910,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 12
Case 1911,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1911,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1911,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1912,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1912,assign-seriousness take-in-charge-ticket,1,wait,Value 1
Case 1912,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 1912,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 2
Case 1913,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1913,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 10
Case 1913,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 10
Case 1914,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1914,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1914,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1915,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1915,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1915,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 1916,assign-seriousness,0,take-in-charge-ticket,Value 14
Case 1916,assign-seriousness take-in-charge-ticket,1,wait,Value 12
Case 1916,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 2
Case 1916,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 12
Case 1917,assign-seriousness,0,resolve-ticket,Value 13
Case 1917,assign-seriousness resolve-ticket,1,closed,Value 13
Case 1918,assign-seriousness,0,resolve-ticket,Value 1
Case 1918,assign-seriousness resolve-ticket,1,closed,Value 2
Case 1919,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1919,assign-seriousness take-in-charge-ticket,1,wait,Value 14
Case 1919,assign-seriousness take-in-charge-ticket wait,2,take-in-charge-ticket,Value 14
Case 1919,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,resolve-ticket,Value 14
Case 1919,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,closed,Value 14
Case 1920,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1920,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1920,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 1921,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1921,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 1921,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 1922,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1922,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1922,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1923,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 1923,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 16
Case 1923,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 16
Case 1924,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 1924,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 13
Case 1924,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1925,assign-seriousness,0,take-in-charge-ticket,Value 6
Case 1925,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 6
Case 1925,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 6
Case 1926,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1926,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 1926,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 8
Case 1927,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1927,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1927,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1928,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 1928,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 14
Case 1928,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 14
Case 1929,assign-seriousness,0,assign-seriousness,Value 2
Case 1929,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 7
Case 1929,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 2
Case 1929,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 2
Case 1930,assign-seriousness,0,take-in-charge-ticket,Value 19
Case 1930,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1930,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1931,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1931,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1931,assign-seriousness take-in-charge-ticket resolve-ticket,2,resolve-ticket,Value 2
Case 1931,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,closed,Value 2
Case 1932,assign-seriousness,0,assign-seriousness,Value 8
Case 1932,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 8
Case 1932,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 13
Case 1932,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 13
Case 1933,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1933,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 8
Case 1933,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value 8
Case 1933,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 13
Case 1934,assign-seriousness,0,take-in-charge-ticket,Value 7
Case 1934,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1934,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1935,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1935,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket,2,take-in-charge-ticket,Value 9
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,wait,Value 9
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,take-in-charge-ticket,Value 9
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,resolve-ticket,Value 9
Case 1935,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,closed,Value 9
Case 1936,assign-seriousness,0,assign-seriousness,Value 8
Case 1936,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 8
Case 1936,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait,Value 9
Case 1936,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket,Value 9
Case 1936,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket,Value 9
Case 1936,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed,Value 9
Case 1937,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1937,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 1937,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1938,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1938,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1938,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1939,assign-seriousness,0,assign-seriousness,Value 13
Case 1939,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 10
Case 1939,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 10
Case 1939,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 10
Case 1940,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1940,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1940,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 7
Case 1941,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1941,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
Case 1941,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 2
Case 1942,assign-seriousness,0,take-in-charge-ticket,Value 8
Case 1942,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 8
Case 1942,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 13
Case 1943,assign-seriousness,0,take-in-charge-ticket,Value 13
Case 1943,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 9
Case 1943,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,wait,Value 2
Case 1943,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait,3,take-in-charge-ticket,Value 15
Case 1943,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket,Value 2
Case 1943,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,take-in-charge-ticket,Value 2
Case 1943,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket,6,wait,Value 2
Case 1943,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,7,take-in-charge-ticket,Value 2
Case 1943,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,8,resolve-ticket,Value 15
Case 1943,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,9,closed,Value 15
Case 1944,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1944,assign-seriousness take-in-charge-ticket,1,wait,Value 1
Case 1944,assign-seriousness take-in-charge-ticket wait,2,resolve-ticket,Value 1
Case 1944,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,closed,Value 1
Case 1945,assign-seriousness,0,assign-seriousness,Value 13
Case 1945,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 13
Case 1945,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 13
Case 1945,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 13
Case 1946,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1946,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 16
Case 1946,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 16
Case 1947,assign-seriousness,0,assign-seriousness,Value 2
Case 1947,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2
Case 1947,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 7
Case 1947,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 7
Case 1948,assign-seriousness,0,assign-seriousness,Value 8
Case 1948,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 2
Case 1948,assign-seriousness assign-seriousness take-in-charge-ticket,2,wait,Value 2
Case 1948,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,take-in-charge-ticket,Value 9
Case 1948,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,resolve-ticket,Value 9
Case 1948,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,closed,Value 9
Case 1949,assign-seriousness,0,resolve-ticket,Value 1
Case 1949,assign-seriousness resolve-ticket,1,resolve-ticket,Value 1
Case 1949,assign-seriousness resolve-ticket resolve-ticket,2,closed,Value 1
Case 1950,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1950,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 1
Case 1950,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 1
Case 1951,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 1951,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 1951,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 1952,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1952,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 1952,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 1953,assign-seriousness,0,take-in-charge-ticket,Value 6
Case 1953,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 6
Case 1953,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value 6
Case 1953,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 6
Case 1954,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1954,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 14
Case 1954,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 14
Case 1955,assign-seriousness,0,take-in-charge-ticket,Value 1
Case 1955,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 9
Case 1955,assign-seriousness take-in-charge-ticket resolve-ticket,2,closed,Value 9
Case 1956,assign-seriousness,0,take-in-charge-ticket,Value 9
Case 1956,assign-seriousness take-in-charge-ticket,1,take-in-charge-ticket,Value 2
Case 1956,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,resolve-ticket,Value 2
Case 1956,assign-seriousness take-in-charge-ticket take-in-charge-ticket resolve-ticket,3,closed,Value 2
Case 1957,take-in-charge-ticket,0,wait,Value 4
Case 1957,take-in-charge-ticket wait,1,resolve-ticket,Value 4
Case 1957,take-in-charge-ticket wait resolve-ticket,2,closed,Value 4
Case 1958,assign-seriousness,0,assign-seriousness,Value 1
Case 1958,assign-seriousness assign-seriousness,1,take-in-charge-ticket,Value 1
Case 1958,assign-seriousness assign-seriousness take-in-charge-ticket,2,resolve-ticket,Value 13
Case 1958,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,closed,Value 13
Case 1959,assign-seriousness,0,take-in-charge-ticket,Value 2
Case 1959,assign-seriousness take-in-charge-ticket,1,resolve-ticket,Value 2
