case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case 3490,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,7,34,29,29,1
Case 3491,assign-seriousness,0,0,0,0,0
Case 3491,assign-seriousness resolve-ticket,1,0,0,0,30
Case 3491,assign-seriousness resolve-ticket closed,2,30,30,30,1
Case 3492,assign-seriousness,0,0,0,0,0
Case 3492,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3492,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 3492,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 3493,assign-seriousness,0,0,0,0,0
Case 3493,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3493,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 3493,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,1
Case 3494,assign-seriousness,0,0,0,0,2
Case 3494,assign-seriousness take-in-charge-ticket,1,2,0,2,0
Case 3494,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,0,37
Case 3494,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,39,37,37,1
Case 3495,assign-seriousness,0,0,0,0,0
Case 3495,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 3495,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,44
Case 3495,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,46,44,1
Case 3496,assign-seriousness,0,0,0,0,0
Case 3496,assign-seriousness take-in-charge-ticket,1,0,0,0,5
Case 3496,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,6,5,37
Case 3496,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,42,43,37,1
Case 3497,assign-seriousness,0,0,0,0,3
Case 3497,assign-seriousness take-in-charge-ticket,1,3,0,3,3
Case 3497,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,3,41
Case 3497,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,44,41,1
Case 3498,assign-seriousness,0,0,0,0,11
Case 3498,assign-seriousness take-in-charge-ticket,1,11,0,11,6
Case 3498,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,17,6,15
Case 3498,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,21,15,1
Case 3499,assign-seriousness,0,0,0,0,0
Case 3499,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 3499,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,42
Case 3499,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,42,1
Case 3500,assign-seriousness,0,0,0,0,0
Case 3500,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3500,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,7
Case 3500,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,7,7,7,0
Case 3500,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait,4,7,7,0,16
Case 3500,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket,5,23,16,16,0
Case 3500,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,23,16,0,15
Case 3500,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,7,38,15,15,1
Case 3501,assign-seriousness,0,0,0,0,0
Case 3501,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3501,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,45
Case 3501,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,45,46,45,1
Case 3502,assign-seriousness,0,0,0,0,6
Case 3502,assign-seriousness resolve-ticket,1,6,0,6,0
Case 3502,assign-seriousness resolve-ticket resolve-ticket,2,6,6,0,37
Case 3502,assign-seriousness resolve-ticket resolve-ticket closed,3,43,37,37,1
Case 3503,assign-seriousness,0,0,0,0,0
Case 3503,assign-seriousness take-in-charge-ticket,1,0,0,0,4
Case 3503,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,4,43
Case 3503,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,47,47,43,1
Case 3504,assign-seriousness,0,0,0,0,12
Case 3504,assign-seriousness assign-seriousness,1,12,0,12,0
Case 3504,assign-seriousness assign-seriousness take-in-charge-ticket,2,12,12,0,5
Case 3504,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,17,5,5,6
Case 3504,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,23,12,6,0
Case 3504,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,23,6,0,15
Case 3504,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,38,15,15,1
Case 3505,assign-seriousness,0,0,0,0,19
Case 3505,assign-seriousness take-in-charge-ticket,1,19,0,19,0
Case 3505,assign-seriousness take-in-charge-ticket resolve-ticket,2,19,19,0,15
Case 3505,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,34,15,15,1
Case 3506,assign-seriousness,0,0,0,0,0
Case 3506,assign-seriousness take-in-charge-ticket,1,0,0,0,13
Case 3506,assign-seriousness take-in-charge-ticket wait,2,13,13,13,16
Case 3506,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,29,29,16,0
Case 3506,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,29,16,0,15
Case 3506,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,44,15,15,1
Case 3507,assign-seriousness,0,0,0,0,5
Case 3507,assign-seriousness take-in-charge-ticket,1,5,0,5,0
Case 3507,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,0,0
Case 3507,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,5,0,0,25
Case 3507,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,30,25,25,1
Case 3508,assign-seriousness,0,0,0,0,0
Case 3508,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 3508,assign-seriousness take-in-charge-ticket resolve-ticket,2,37,37,37,15
Case 3508,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,52,52,15,1
Case 3509,assign-seriousness,0,0,0,0,0
Case 3509,assign-seriousness take-in-charge-ticket,1,0,0,0,4
Case 3509,assign-seriousness take-in-charge-ticket take-in-charge-ticket,2,4,4,4,0
Case 3509,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait,3,4,4,0,5
Case 3509,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket,4,9,5,5,0
Case 3509,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,9,5,0,38
Case 3509,assign-seriousness take-in-charge-ticket take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,47,38,38,1
Case 3510,assign-seriousness,0,0,0,0,0
Case 3510,assign-seriousness assign-seriousness,1,0,0,0,0
Case 3510,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,1
Case 3510,assign-seriousness assign-seriousness take-in-charge-ticket wait,3,1,1,1,15
Case 3510,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,4,16,16,15,0
Case 3510,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,5,16,15,0,15
Case 3510,assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,6,31,16,15,1
Case 3511,assign-seriousness,0,0,0,0,0
Case 3511,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 3511,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,2,30
Case 3511,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,30,1
Case 3512,assign-seriousness,0,0,0,0,4
Case 3512,assign-seriousness take-in-charge-ticket,1,4,0,4,5
Case 3512,assign-seriousness take-in-charge-ticket resolve-ticket,2,9,9,5,23
Case 3512,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,28,23,1
Case 3513,assign-seriousness,0,0,0,0,5
Case 3513,assign-seriousness take-in-charge-ticket,1,5,0,5,20
Case 3513,assign-seriousness take-in-charge-ticket resolve-ticket,2,25,26,20,15
Case 3513,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,40,35,15,1
Case 3514,assign-seriousness,0,0,0,0,1
Case 3514,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 3514,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,1,1,0,6
Case 3514,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket,3,7,6,6,44
Case 3514,assign-seriousness take-in-charge-ticket create-sw-anomaly resolve-ticket closed,4,51,51,44,1
Case 3515,assign-seriousness,0,0,0,0,0
Case 3515,assign-seriousness take-in-charge-ticket,1,0,0,0,13
Case 3515,assign-seriousness take-in-charge-ticket resolve-ticket,2,13,14,13,33
Case 3515,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,46,47,33,1
Case 3516,assign-seriousness,0,0,0,0,0
Case 3516,assign-seriousness take-in-charge-ticket,1,0,0,0,15
Case 3516,assign-seriousness take-in-charge-ticket require-upgrade,2,15,15,15,8
Case 3516,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket,3,23,24,8,15
Case 3516,assign-seriousness take-in-charge-ticket require-upgrade resolve-ticket closed,4,38,23,15,1
Case 3517,assign-seriousness,0,0,0,0,1
Case 3517,assign-seriousness take-in-charge-ticket,1,1,0,1,14
Case 3517,assign-seriousness take-in-charge-ticket wait,2,15,15,14,0
Case 3517,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,15,14,0,15
Case 3517,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,30,15,15,1
Case 3518,assign-seriousness,0,0,0,0,0
Case 3518,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 3518,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,2,30
Case 3518,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,30,1
Case 3519,assign-seriousness,0,0,0,0,0
Case 3519,assign-seriousness resolve-ticket,1,0,0,0,58
Case 3519,assign-seriousness resolve-ticket closed,2,58,58,58,1
Case 3520,assign-seriousness,0,0,0,0,0
Case 3520,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3520,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 3520,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,1
Case 3521,assign-seriousness,0,0,0,0,0
Case 3521,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3521,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 3521,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,32,1
Case 3522,assign-seriousness,0,0,0,0,0
Case 3522,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3522,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,33
Case 3522,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,33,33,33,1
Case 3523,assign-seriousness,0,0,0,0,1
Case 3523,assign-seriousness assign-seriousness,1,1,0,1,1
Case 3523,assign-seriousness assign-seriousness take-in-charge-ticket,2,2,2,1,24
Case 3523,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,26,26,24,30
Case 3523,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,4,56,54,30,1
Case 3524,assign-seriousness,0,0,0,0,0
Case 3524,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3524,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,37
Case 3524,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,37,37,1
Case 3525,assign-seriousness,0,0,0,0,3
Case 3525,assign-seriousness take-in-charge-ticket,1,3,0,3,7
Case 3525,assign-seriousness take-in-charge-ticket wait,2,10,10,7,7
Case 3525,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,17,15,7,15
Case 3525,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,32,22,15,1
Case 3526,assign-seriousness,0,0,0,0,0
Case 3526,assign-seriousness take-in-charge-ticket,1,0,0,0,8
Case 3526,assign-seriousness take-in-charge-ticket wait,2,8,8,8,13
Case 3526,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,21,21,13,0
Case 3526,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,21,13,0,15
Case 3526,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,36,15,15,1
Case 3527,assign-seriousness,0,0,0,0,18
Case 3527,assign-seriousness take-in-charge-ticket,1,18,0,18,0
Case 3527,assign-seriousness take-in-charge-ticket resolve-ticket,2,18,18,0,0
Case 3527,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,18,0,0,1
Case 3527,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,19,1,1,15
Case 3527,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,34,16,15,1
Case 3528,assign-seriousness,0,0,0,0,0
Case 3528,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3528,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 3528,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,32,1
Case 3529,assign-seriousness,0,0,0,0,16
Case 3529,assign-seriousness take-in-charge-ticket,1,16,0,16,0
Case 3529,assign-seriousness take-in-charge-ticket wait,2,16,17,0,23
Case 3529,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,39,24,23,15
Case 3529,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,54,38,15,1
Case 3530,assign-seriousness,0,0,0,0,4
Case 3530,assign-seriousness take-in-charge-ticket,1,4,0,4,16
Case 3530,assign-seriousness take-in-charge-ticket resolve-ticket,2,20,20,16,15
Case 3530,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,35,31,15,1
Case 3531,assign-seriousness,0,0,0,0,0
Case 3531,assign-seriousness take-in-charge-ticket,1,0,0,0,6
Case 3531,assign-seriousness take-in-charge-ticket wait,2,6,6,6,15
Case 3531,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,21,21,15,16
Case 3531,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,37,31,16,1
Case 3532,assign-seriousness,0,0,0,0,26
Case 3532,assign-seriousness take-in-charge-ticket,1,26,0,26,0
Case 3532,assign-seriousness take-in-charge-ticket resolve-ticket,2,26,26,0,15
Case 3532,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,41,15,15,1
Case 3533,assign-seriousness,0,0,0,0,0
Case 3533,assign-seriousness assign-seriousness,1,0,0,0,6
Case 3533,assign-seriousness assign-seriousness assign-seriousness,2,6,6,6,0
Case 3533,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket,3,6,6,0,0
Case 3533,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,4,6,0,0,36
Case 3533,assign-seriousness assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket closed,5,42,37,36,1
Case 3534,assign-seriousness,0,0,0,0,0
Case 3534,assign-seriousness take-in-charge-ticket,1,0,0,0,4
Case 3534,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,4,28
Case 3534,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,28,1
Case 3535,assign-seriousness,0,0,0,0,7
Case 3535,assign-seriousness take-in-charge-ticket,1,7,0,7,32
Case 3535,assign-seriousness take-in-charge-ticket resolve-ticket,2,39,39,32,15
Case 3535,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,54,47,15,1
Case 3536,assign-seriousness,0,0,0,0,0
Case 3536,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3536,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,46
Case 3536,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,46,47,46,1
Case 3537,assign-seriousness,0,0,0,0,39
Case 3537,assign-seriousness take-in-charge-ticket,1,39,0,39,0
Case 3537,assign-seriousness take-in-charge-ticket resolve-ticket,2,39,40,0,15
Case 3537,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,54,15,15,1
Case 3538,assign-seriousness,0,0,0,0,1
Case 3538,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 3538,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,36
Case 3538,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,36,36,1
Case 3539,assign-seriousness,0,0,0,0,7
Case 3539,assign-seriousness take-in-charge-ticket,1,7,0,7,8
Case 3539,assign-seriousness take-in-charge-ticket resolve-ticket,2,15,15,8,15
Case 3539,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,23,15,1
Case 3540,assign-seriousness,0,0,0,0,0
Case 3540,assign-seriousness resolve-ticket,1,0,0,0,52
Case 3540,assign-seriousness resolve-ticket closed,2,52,53,52,1
Case 3541,insert-ticket,0,0,0,0,0
Case 3541,insert-ticket assign-seriousness,1,0,0,0,0
Case 3541,insert-ticket assign-seriousness take-in-charge-ticket,2,0,0,0,0
Case 3541,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,0,0,0,53
Case 3541,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket closed,4,53,53,53,1
Case 3542,assign-seriousness,0,0,0,0,0
Case 3542,assign-seriousness take-in-charge-ticket,1,0,0,0,3
Case 3542,assign-seriousness take-in-charge-ticket wait,2,3,4,3,24
Case 3542,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,27,28,24,15
Case 3542,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,42,39,15,1
Case 3543,assign-seriousness,0,0,0,0,0
Case 3543,assign-seriousness take-in-charge-ticket,1,0,0,0,4
Case 3543,assign-seriousness take-in-charge-ticket wait,2,4,4,4,33
Case 3543,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,37,37,33,15
Case 3543,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,52,48,15,1
Case 3544,assign-seriousness,0,0,0,0,3
Case 3544,assign-seriousness take-in-charge-ticket,1,3,0,3,11
Case 3544,assign-seriousness take-in-charge-ticket resolve-ticket,2,14,15,11,15
Case 3544,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,29,27,15,1
Case 3545,assign-seriousness,0,0,0,0,5
Case 3545,assign-seriousness take-in-charge-ticket,1,5,0,5,6
Case 3545,assign-seriousness take-in-charge-ticket wait,2,11,12,6,27
Case 3545,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,38,34,27,0
Case 3545,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,38,27,0,15
Case 3545,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,53,15,15,1
Case 3546,assign-seriousness,0,0,0,0,12
Case 3546,assign-seriousness take-in-charge-ticket,1,12,0,12,1
Case 3546,assign-seriousness take-in-charge-ticket wait,2,13,14,1,5
Case 3546,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,18,7,5,15
Case 3546,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,33,20,15,1
Case 3547,assign-seriousness,0,0,0,0,0
Case 3547,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3547,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,36
Case 3547,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,36,36,1
Case 3548,assign-seriousness,0,0,0,0,0
Case 3548,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3548,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,44
Case 3548,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,44,44,44,1
Case 3549,assign-seriousness,0,0,0,0,0
Case 3549,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3549,assign-seriousness take-in-charge-ticket wait,2,0,0,0,0
Case 3549,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,0,0,0,0
Case 3549,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,0,0,0,24
Case 3549,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,24,24,24,0
Case 3549,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket resolve-ticket,6,24,24,0,15
Case 3549,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket resolve-ticket closed,7,39,15,15,1
Case 3550,assign-seriousness,0,0,0,0,0
Case 3550,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3550,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 3550,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 3551,assign-seriousness,0,0,0,0,14
Case 3551,assign-seriousness take-in-charge-ticket,1,14,0,14,1
Case 3551,assign-seriousness take-in-charge-ticket wait,2,15,15,1,1
Case 3551,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,16,2,1,15
Case 3551,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,31,16,15,1
Case 3552,assign-seriousness,0,0,0,0,15
Case 3552,assign-seriousness take-in-charge-ticket,1,15,0,15,0
Case 3552,assign-seriousness take-in-charge-ticket resolve-ticket,2,15,15,0,15
Case 3552,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,15,15,1
Case 3553,insert-ticket,0,0,0,0,0
Case 3553,insert-ticket assign-seriousness,1,0,0,0,0
Case 3553,insert-ticket assign-seriousness assign-seriousness,2,0,0,0,0
Case 3553,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket,3,0,0,0,0
Case 3553,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait,4,0,0,0,24
Case 3553,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,5,24,24,24,0
Case 3553,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,6,24,24,0,15
Case 3553,insert-ticket assign-seriousness assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,7,39,15,15,1
Case 3554,assign-seriousness,0,0,0,0,0
Case 3554,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3554,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,43
Case 3554,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,43,43,1
Case 3555,assign-seriousness,0,0,0,0,0
Case 3555,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 3555,assign-seriousness take-in-charge-ticket wait,2,2,2,2,25
Case 3555,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,27,28,25,15
Case 3555,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,42,40,15,1
Case 3556,assign-seriousness,0,0,0,0,0
Case 3556,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3556,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 3556,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,1
Case 3557,insert-ticket,0,0,0,0,11
Case 3557,insert-ticket take-in-charge-ticket,1,11,0,11,19
Case 3557,insert-ticket take-in-charge-ticket resolve-ticket,2,30,30,19,15
Case 3557,insert-ticket take-in-charge-ticket resolve-ticket closed,3,45,34,15,1
Case 3558,assign-seriousness,0,0,0,0,0
Case 3558,assign-seriousness take-in-charge-ticket,1,0,0,0,3
Case 3558,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,3,3,40
Case 3558,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,43,44,40,1
Case 3559,assign-seriousness,0,0,0,0,0
Case 3559,assign-seriousness take-in-charge-ticket,1,0,0,0,6
Case 3559,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,7,6,30
Case 3559,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,36,37,30,1
Case 3560,assign-seriousness,0,0,0,0,0
Case 3560,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3560,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 3560,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,1
Case 3561,assign-seriousness,0,0,0,0,0
Case 3561,assign-seriousness take-in-charge-ticket,1,0,0,0,7
Case 3561,assign-seriousness take-in-charge-ticket wait,2,7,7,7,10
Case 3561,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,17,17,10,15
Case 3561,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,32,25,15,1
Case 3562,assign-seriousness,0,0,0,0,13
Case 3562,assign-seriousness take-in-charge-ticket,1,13,0,13,2
Case 3562,assign-seriousness take-in-charge-ticket wait,2,15,16,2,0
Case 3562,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,15,3,0,0
Case 3562,assign-seriousness take-in-charge-ticket wait resolve-ticket take-in-charge-ticket,4,15,0,0,0
Case 3562,assign-seriousness take-in-charge-ticket wait resolve-ticket take-in-charge-ticket resolve-ticket,5,15,0,0,15
Case 3562,assign-seriousness take-in-charge-ticket wait resolve-ticket take-in-charge-ticket resolve-ticket closed,6,30,15,15,1
Case 3563,assign-seriousness,0,0,0,0,0
Case 3563,assign-seriousness take-in-charge-ticket,1,0,0,0,17
Case 3563,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,17,17,15
Case 3563,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,15,1
Case 3564,assign-seriousness,0,0,0,0,3
Case 3564,assign-seriousness take-in-charge-ticket,1,3,0,3,3
Case 3564,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,7,3,45
Case 3564,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,51,48,45,1
Case 3565,assign-seriousness,0,0,0,0,0
Case 3565,assign-seriousness take-in-charge-ticket,1,0,0,0,7
Case 3565,assign-seriousness take-in-charge-ticket wait,2,7,7,7,14
Case 3565,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,21,22,14,15
Case 3565,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,36,29,15,1
Case 3566,assign-seriousness,0,0,0,0,1
Case 3566,assign-seriousness take-in-charge-ticket,1,1,0,1,33
Case 3566,assign-seriousness take-in-charge-ticket resolve-ticket,2,34,35,33,15
Case 3566,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,49,48,15,1
Case 3567,assign-seriousness,0,0,0,0,0
Case 3567,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 3567,assign-seriousness take-in-charge-ticket wait,2,1,1,1,18
Case 3567,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,19,20,18,15
Case 3567,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,34,33,15,1
Case 3568,assign-seriousness,0,0,0,0,14
Case 3568,assign-seriousness take-in-charge-ticket,1,14,0,14,27
Case 3568,assign-seriousness take-in-charge-ticket wait,2,41,41,27,0
Case 3568,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,41,27,0,15
Case 3568,assign-seriousness take-in-charge-ticket wait resolve-ticket closed,4,56,15,15,1
Case 3569,take-in-charge-ticket,0,0,0,0,36
Case 3569,take-in-charge-ticket resolve-ticket,1,36,0,36,15
Case 3569,take-in-charge-ticket resolve-ticket closed,2,51,51,15,1
Case 3570,assign-seriousness,0,0,0,0,5
Case 3570,assign-seriousness take-in-charge-ticket,1,5,0,5,0
Case 3570,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,0,31
